model_version,dataset_name,model_size,dataset_size,execution_time,load_time,B-PER_precision,B-PER_recall,B-PER_f1,I-PER_precision,I-PER_recall,I-PER_f1,overall_precision,overall_recall,overall_f1
version-7-roberta-base,b.conll,124057347,1238,3.561699151992798,0.415172815322876,0.7072892938496583,0.9583333333333334,0.8138925294888598,0.7072892938496583,0.9583333333333334,0.8138925294888598,0.0,0.0,0.0
version-7-roberta-base,conllpp_train.txt,124057347,10492,22.76020574569702,0.415172815322876,0.9204746723343961,0.9840939216057565,0.9512217443031025,0.9204746723343961,0.9840939216057565,0.9512217443031025,0.0,0.0,0.0
version-7-roberta-base,e.conll,124057347,98,1.0244331359863281,0.415172815322876,0.6444444444444445,0.90625,0.7532467532467533,0.6444444444444445,0.90625,0.7532467532467533,0.0,0.0,0.0
version-7-roberta-base,f.conll,124057347,1600,4.588947296142578,0.415172815322876,0.8948863636363636,0.9866875489428347,0.9385474860335196,0.8948863636363636,0.9866875489428347,0.9385474860335196,0.0,0.0,0.0
version-7-roberta-base,g.conll,124057347,1710,4.727737665176392,0.415172815322876,0.9306846999154691,0.9856759176365264,0.9573913043478262,0.9306846999154691,0.9856759176365264,0.9573913043478262,0.0,0.0,0.0
version-7-roberta-base,h.conll,124057347,1600,4.619956016540527,0.415172815322876,0.9485232067510548,0.9903083700440528,0.9689655172413794,0.9485232067510548,0.9903083700440528,0.9689655172413794,0.0,0.0,0.0
version-7-roberta-base,KAGGLE.csv,124057347,31382,68.73732328414917,0.415172815322876,0.7391007751937985,0.8857673727238945,0.8058147396889791,0.7391007751937985,0.8857673727238945,0.8058147396889791,0.0,0.0,0.0
version-7-roberta-base,NYT_corr2,124057347,864,2.6922435760498047,0.415172815322876,0.8804597701149425,0.9598997493734336,0.9184652278177458,0.8804597701149425,0.9598997493734336,0.9184652278177458,0.0,0.0,0.0
version-7-roberta-base,NYT_corr3,124057347,573,2.0519909858703613,0.415172815322876,0.8808777429467085,0.9689655172413794,0.922824302134647,0.8808777429467085,0.9689655172413794,0.922824302134647,0.0,0.0,0.0
version-7-roberta-base,ritter.txt,124057347,801,2.6221494674682617,0.415172815322876,0.6600877192982456,0.8431372549019608,0.7404674046740467,0.6600877192982456,0.8431372549019608,0.7404674046740467,0.0,0.0,0.0
version-7-roberta-base,WNUT.conll,124057347,2868,7.623924732208252,0.415172815322876,0.6165279429250892,0.8369652945924132,0.7100308113659706,0.6165279429250892,0.8369652945924132,0.7100308113659706,0.0,0.0,0.0
version-8-roberta-base,a.conll,124057347,424,1.8653724193572998,0.4283289909362793,0.6237623762376238,0.7368421052631579,0.675603217158177,0.6237623762376238,0.7368421052631579,0.675603217158177,0.0,0.0,0.0
